Sale Type,Sales_Region,Sales_State,Division,Category,Brand Group,Design_Brand,Sales_Channel, LLY Day Sale, LY Day Sale, TM Day Sale, LLY, LY, LM, LLY MTD, LY MTD, LM MTD, TM MTD, Mth Bud, PBNS_MTD, INV+PBNS
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Irimedadi Tail Karpur,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Jaimangal Ras,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Jatyadi Tail,General Trade,0,,,0,1,1,0,1,0,1,1,0,1
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Kafkuthar Ras (T.B.Y.),General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Kaharva Pishti,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Kaishore Guggulu,General Trade,0,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Kamdudha Ras ( Moti Yukta),General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Kanchnar Guggulu,General Trade,0,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Kankayan Gutika (Gulm),General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Kantkaryavaleha,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Khadiradi Gutika,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Krimimudgar Ras,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Kufketu Ras,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Kumar Kalyan Ras,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Kutajghan Bati,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Laghu Musali Pak Granule,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Laghu Supari Pak Granule,General Trade,,,,0,0,0,0,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Laksha Guggulu,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Lal-Shar,General Trade,0,,,1,0,0,1,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Lashunadi Bati,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Lauh Bhasma (Hingulyog),General Trade,,,,0,0,0,0,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Lavan Bhaskar,Canteen,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Lavan Bhaskar,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Lavan Bhaskar,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Lavan Bhaskar,Para Military,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Lavanga Ka Tail,General Trade,0,,0,4,4,4,4,4,2,2,4,0,2
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Lavangadi Bati (Kas),General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Laxmivilas Ras (Nardiya),General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Maha Laxmi Vilas Ras,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Maha Sudarshana Churna,General Trade,,,,0,0,0,0,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Maha Yograj Guggulu,General Trade,0,,,1,1,0,1,1,0,0,1,0,1
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Mahamarichadi Tail,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Mahamash Tail (Niramish),General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Mahanarayan Tail,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Mahashankha Bati,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Mahavatvidhvansan Ras,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Mahavishgarbha Tail,General Trade,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Makardhwaj,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Makardhwaj Bati,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Medohar Vidangi Lauh,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Mehamudgar Bati,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Mrityunjai Ras,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Mukta (Moti) Bhasma,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Mukta (Moti)Pishti,General Trade,,,,0,0,0,0,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Muktashukti Bhasma M.Seep,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Muktashukti Pishti,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Mulethi Churna,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Nagarjunabhra Ras,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Nastpu Spantak Ras Ch.T.Y,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Navayas Lauh,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Neem Churna,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Neem Ka Tail,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Neem Ka Tail,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Nityanand Ras (T.B.Y.),General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Panchatikta Ghrit,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Panchsakar Churna,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Parpati,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Phalkalyan Ghrit,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Pippali Churna,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Prabhakar Bati,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Pradarantak Lauh,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Pradarantak Ras,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Prasarini Tail,General Trade,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Praval Bhasma,General Trade,,,,0,0,0,0,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Praval Panchamrit Ras,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Praval Pishti,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Punarnava Mandoor,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Purnachandra Ras,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Pushyanug Churna (N.K.Y),General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Rajahpravartini Bati,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Rajat (Chandi) Bhasma,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Ras Pipari,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Ras Sindur Shadgunjarit,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Rasminkya Ras,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Rasndi Guggulu,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Rasraj Ras (Gold),General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Saindhawadi Tail (Vrihat ),General Trade,,,,0,0,0,0,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Sanjiwani Bati,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Sapatamrit Lauh,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Sarbjwarhar Lauh,General Trade,,,,0,0,0,0,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Shadvindu Tail,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Shankh Bhasma,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Shankhpushpi Syrup,General Trade,0,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Shatawaryadi Churna,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Shingarabhra Ras,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Shirahsuladrivajara Ras,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Shivakshar Pachan Churna,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Shoolvajarini Bati,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Shrigopal Tail,General Trade,,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Shwas Chintamani Ras,General Trade,,,,0,0,1,0,0,1,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Shwaskuthar Ras (M.Y.),General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Siddha Makardhwaj,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Siddha Makardwaj Special,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Sitopaladi Churna,General Trade,0,,,0,0,0,0,0,0,0,1,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Smriti Sagar Ras (T.B.Y),General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Somraji Tail,General Trade,,,,0,0,0,0,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Stimulex,General Trade,0,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Sut Shekhar Ras,General Trade,0,,,0,0,1,0,0,1,0,0,0,1
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Sutshekhar Ras W.Out Gold,General Trade,,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Swarn Bhasma,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Swarna Bang,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Swarnamakshik Bhasma,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Talisadi Churna,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Tarkeshwar Ras,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Trayodashang Guggulu,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Tribhuwankirti Ras,General Trade,,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Trifala Churna,General Trade,0,,0,2,4,4,2,4,2,3,4,1,3
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Trifala Churna,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Trifala Ghrit,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Trifala Tabs,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Trifla Guggulu,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Trikatu Churna,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Trilokyachintamanirasgol,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Tuvrak (Chaulmoogra) Tail,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Vasant Meha Ras,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Vasavaleha,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Vatgajankush Ras,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Vatkulantak Ras,General Trade,,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Vishamjwarantak Lauh,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Vishgarbh Tail,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Vishnu Tail (Vrihat),General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Vridhi Vadhika Vati,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Vrihat Bangeshwar Ras,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Vrihat Purnachand Ras,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Vrihat Vatchintamani Ras,General Trade,0,,,1,1,2,1,1,1,1,1,0,1
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Vyshadi Bati,General Trade,,,,0,0,0,0,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Yogendra Ras,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Classical,Shuddh Shilajit,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Abhayarishta,General Trade,,,,1,1,1,1,1,1,1,1,0,1
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Amritarishta,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Arvindasava,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Ashokarishta,Canteen,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Ashokarishta,General Trade,5,,1,20,20,14,20,20,6,9,24,3,11
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Ashwagandharishta,General Trade,0,,0,2,2,1,2,2,1,1,2,0,1
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Babularishta,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Balarishta,General Trade,,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Bhringrajasava,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Bhunimbadi Kwath,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Chandanasava,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Chavikasava,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Dashmool Kwath(Kadha),General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Dashmularishta,Canteen,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Dashmularishta,General Trade,,,0,7,8,7,7,8,4,3,10,1,4
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Dashmularishta,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Draksharishta,General Trade,0,,,0,1,0,0,1,0,0,1,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Drakshasava,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Gokshur Kwath,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Hridayasava,General Trade,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Jirkadyarishta,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Kanakasava,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Khadirarishta,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Kumaryasava,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Kutjarishta,General Trade,0,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Lauhasava,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Madhwasava,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Maha Sudarshan Kwath,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Mahamanjisthadi Kwath,General Trade,,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Mahamanjisthadyarishta,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Maharasnadi Kwath with Guggulu,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Maharasnadi Kwath(Kadha),General Trade,0,,,0,1,0,0,1,0,0,1,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Mustakarishta,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Parthadyarishta,General Trade,,,0,2,5,2,2,5,1,2,5,1,3
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Pathyadi Kwath,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Patrangasava,General Trade,0,,,1,1,0,1,1,0,1,1,0,1
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Pippalayasava,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Punarnavarishta,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Restora,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Restora Gold,General Trade,,,,0,0,1,,0,0,0,0,0,1
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Rohitakarishta,General Trade,,,,1,0,0,1,0,0,0,1,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Saraswatarishta,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Sarivadhyasava,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Shadanga Paniya,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Tiktadi Kwath,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Ushirasava,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Vasasava,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Vidangarishta,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Ethical,Ethical Roaks,Rasnasaptaka Kadha,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Health Supplement,Chawanprakash Tablets,Dabur Chyawanprakash Tablets,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Health Supplement,Chawanprakash Tablets,Dabur Chyawanprakash Tablets,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Health Supplement,Dabur Chyawanprakash,Dabur Chyawanprakash,Canteen,,,,0,1,0,,1,0,0,0,0,0
Pri Val,East,Assam,HC,Health Supplement,Dabur Chyawanprakash,Dabur Chyawanprakash,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Health Supplement,Dabur Chyawanprakash,Dabur Chyawanprakash,General Trade,,,0,3,18,3,3,18,3,1,4,1,2
Pri Val,East,Assam,HC,Health Supplement,Dabur Chyawanprakash,Dabur Chyawanprakash,Institution Sales,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Health Supplement,Dabur Chyawanprakash,Dabur Chyawanprakash,Modern Trade,,,,1,2,0,1,2,0,0,0,0,0
Pri Val,East,Assam,HC,Health Supplement,Dabur Chyawanprakash,Dabur Chyawanprakash,Para Military,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,Canteen,,,,1,4,0,1,3,0,1,1,0,1
Pri Val,East,Assam,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,Cash & Carry,,,,0,0,0,0,,,,0,,0
Pri Val,East,Assam,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,General Trade,1,,0,113,96,12,113,96,10,8,16,0,8
Pri Val,East,Assam,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,Institution Sales,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,Modern Trade,,,,5,3,0,5,2,0,0,1,0,0
Pri Val,East,Assam,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,Para Military,0,,,9,3,0,8,3,0,0,1,0,0
Pri Val,East,Assam,HC,Health Supplement,Dabur Suraksha Kit,Dabur Suraksha Kit,General Trade,0,,,4,0,0,4,0,0,0,0,0,0
Pri Val,East,Assam,HC,Health Supplement,Dabur Suraksha Kit,Dabur Suraksha Kit,Institution Sales,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Health Supplement,Dabur Suraksha Kit,Dabur Suraksha Kit,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,East,Assam,HC,Health Supplement,Gluco Franchise,Dabur Glucoplus C,Canteen,,,,0,0,2,,0,2,3,0,0,3
Pri Val,East,Assam,HC,Health Supplement,Gluco Franchise,Dabur Glucoplus C,General Trade,,,0,7,8,15,7,8,14,7,18,1,8
Pri Val,East,Assam,HC,Health Supplement,Gluco Franchise,Dabur Glucoplus C,Modern Trade,,,0,1,1,0,1,0,0,0,4,0,1
Pri Val,East,Assam,HC,Health Supplement,Gluco Franchise,Dabur Glucoplus C,Para Military,,,,3,2,0,3,2,0,0,6,0,0
Pri Val,East,Assam,HC,Health Supplement,Gluco Franchise,Dabur Glucose D,Canteen,,,,0,0,0,,0,0,1,0,0,1
Pri Val,East,Assam,HC,Health Supplement,Gluco Franchise,Dabur Glucose D,Cash & Carry,,,,0,0,0,0,,,,0,,0
Pri Val,East,Assam,HC,Health Supplement,Gluco Franchise,Dabur Glucose D,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,East,Assam,HC,Health Supplement,Gluco Franchise,Dabur Glucose D,General Trade,,,0,19,16,24,19,16,21,9,24,3,11
Pri Val,East,Assam,HC,Health Supplement,Gluco Franchise,Dabur Glucose D,Institution Sales,,,,0,0,0,,0,0,0,0,0,0
